state,spending_value,spending_rank,demographics_value,demographics_rank,eligibility_value,eligibility_rank,takeup_value,takeup_rank,units_value,units_rank,payroll_value,payroll_rank,nonpayroll_value,nonpayroll_rank
WA,281.10189122467403,4,34.84155836623129,9,,,6.6131344762088995,7,8.628848024855324e-06,33,42036.69438123577,14,99349.17994048659,17
WI,48.753093510300985,30,12.920992340810859,21,,,3.260549810484438,45,1.553069469658121e-05,24,23437.097549255166,22,51074.62224357948,27
WV,20.665695925202268,39,4.4678677572155125,37,,,2.4765583430725817,51,5.759498437754306e-05,5,16266.491969568893,32,16161.234150464918,48
FL,71.47128038651205,22,14.347310397376795,20,,,5.819991989078124,15,1.072344441170162e-05,30,25952.332165875214,19,53866.317544760575,26
WY,4.881321146209089,52,0.8450041862182415,51,,,0.0,52,-999999999,-999999999,-999999999,-999999999,0.0,52
NH,7.985335620984532,50,2.4123471104528353,45,,,3.3179357519403583,44,6.146178051184992e-05,4,5034.498461538462,48,11197.80923076923,51
NJ,159.39894096439838,13,45.4253401306895,6,,,10.698014502494757,1,2.35564173053081e-06,47,68284.29415006691,7,70959.17093142273,21
NM,57.610258880146446,24,7.77947696290021,30,,,6.428404523115824,9,8.968845243620886e-06,32,34537.60427807487,17,93905.17647058824,19
NC,50.021127018466316,29,7.32857124831802,32,,,4.37784662226564,33,1.1013753606268105e-05,29,18850.545201184465,29,122708.7069616211,14
ND,13.115197982057987,45,3.412941335746503,41,,,3.487779753290147,43,3.626325856685064e-05,10,6357.543743809839,44,24025.42093100033,43
NE,18.463616290494087,40,3.4860928694191875,40,,,3.822070836682951,40,3.6092361011141065e-05,12,22250.162501400875,24,16143.875378236022,49
NY,666.6788731043895,2,197.8218410742209,2,,,4.638274741873495,29,8.35776674329179e-07,50,330197.1934211664,2,539154.9657158438,3
RI,110.56708057953502,17,19.44566550482265,15,,,4.3397579693654285,36,1.3873458456303518e-05,25,35656.12463485882,16,58783.18078545928,25
NV,97.8446562828351,18,26.720239760892408,12,,,3.7278712389012525,41,5.6403944852551395e-06,37,11541.852713178294,38,162609.3100775194,9
CO,183.555357205113,10,20.600813913106453,14,,,5.995220723681132,13,2.2666541399221415e-06,48,136628.67758359708,3,519051.795789184,4
CA,215.34168024511084,6,37.07604276408607,7,,,5.630875478118001,17,4.67379605987553e-06,41,56990.25939827355,11,163702.98612270394,8
GA,55.20758140941627,25,16.786056759754008,17,,,5.460524570026791,20,2.7777709370761256e-06,46,95627.97861809543,5,121201.95604830727,15
CT,184.23686874054422,9,12.481006086754757,23,,,4.534558418719191,30,2.0600122274452688e-05,19,8240.65193528373,41,149783.02009258815,10
OK,15.440159557397463,41,1.9999117121322987,46,,,4.265622238835513,38,6.251300178921816e-05,3,4153.328748280605,49,24799.314207113384,42
OH,51.497021747481,28,9.753427806194512,27,,,4.49909377149454,31,1.2192036094077181e-05,27,47857.93326644876,13,48397.12353150587,29
KS,14.059417193411148,44,2.489721292627841,42,,,4.123408354141003,39,3.328301559714813e-05,13,12781.283845451779,36,28365.65865530879,41
SC,14.827147890969867,42,2.4541852924467156,44,,,3.6838594580052937,42,6.788593570170192e-05,2,5568.314645506296,47,18590.043125754702,47
KY,27.416666951829203,37,6.154861736092338,34,,,4.28055138357948,37,2.974690264294398e-05,14,13368.815276241485,33,21614.010595563836,45
OR,176.76631396645638,11,32.48600117372939,11,,,4.411729211862621,32,5.291564837779123e-06,38,65429.733148442516,9,167653.09568099567,7
SD,10.079040963254819,46,1.905104109746628,48,,,4.359107368961333,35,2.7575029403985434e-05,16,6185.431711145997,46,37828.173731030874,34
DE,129.84236776637317,16,12.64532911032075,22,,,6.901552940583885,6,2.4694316294425883e-05,17,21036.965587044535,25,39211.01012145749,32
DC,2145.075900730663,1,667.9660981985387,1,,,4.755235474498213,26,4.0126905567700263e-07,51,1022379.7034840621,1,660606.4591055103,1
HI,422.1742920203394,3,55.48418399070626,4,,,5.542992489888742,19,2.2103782553913056e-06,49,4001.7997465145754,50,617026.9286016055,2
TX,92.44500606298158,19,11.176406704850562,25,,,5.8344626596195255,14,6.354529645745837e-06,35,51237.11561404643,12,171861.555393195,6
LA,40.92605365249403,32,8.779591004407628,29,,,3.1016839687591964,48,1.988689058836016e-05,20,6297.98131290853,45,69274.06023178411,22
TN,33.522550969555134,34,4.655681323687949,36,,,5.093294079005839,22,3.624876914993644e-05,11,7441.784233860794,42,31557.963450239702,38
PA,138.5841065687876,15,36.7587142032333,8,,,4.888922928993465,24,4.62649734292951e-06,42,76068.01288451033,6,90613.56640985553,20
VA,48.530516309302755,31,9.15813417153419,28,,,7.8210670205142145,5,8.35881949694929e-06,34,13045.867699520943,35,68012.33228009376,23
AK,73.11775302599848,21,7.040196640317557,33,,,10.069007805393248,2,1.800492120362638e-05,22,17154.290001071695,30,40133.246168685015,31
AL,14.787386943059904,43,1.4386318667586648,50,,,5.766979444451017,16,3.683896740104163e-05,9,13121.026894865525,34,35261.20619396903,36
AR,8.214491574271861,49,1.9786946054996102,47,,,3.1038881969867185,47,4.0969309234038434e-05,6,16922.19916453308,31,15724.344427974665,50
VT,40.053470640657494,33,4.400387773941208,38,,,4.359943380818438,34,3.712726844696636e-05,8,24034.762331838567,21,32196.179372197308,37
