state,spending_value,spending_rank,demographics_value,demographics_rank,eligibility_value,eligibility_rank,takeup_value,takeup_rank,units_value,units_rank,payroll_value,payroll_rank,nonpayroll_value,nonpayroll_rank
WA,3.599598336795322,39,,,,,,,0.00030610506320395285,29,59793.60113690194,5,-48034.24538133586,45
WI,27.48368177683127,14,,,,,,,0.00027249441386451576,34,47593.4,14,53266.21538461539,11
WV,11.30089591572111,34,,,,,,,0.0004352714224379186,17,28859.58415841584,50,-2896.712871287127,33
FL,7.752312459607227,36,,,,,,,0.00035938556641226723,22,42946.098907418054,24,-21375.08108108108,35
WY,31.626315451912227,13,,,,,,,0.0006968363284005873,4,41718.92537313433,25,3666.6467661691568,31
NH,63.484591276601705,4,,,,,,,0.00038371388113346203,19,39372.82840236687,29,126074.90335305719,4
NJ,56.16809373591708,6,,,,,,,0.0005796529968454259,7,54634.30670553936,10,42265.20738581146,16
NM,1.7634129235716882,42,,,,,,,0.0006097110516484265,5,38975.905586152636,30,-36083.69472856019,42
NC,27.439273029501607,15,,,,,,,0.0005984706274945039,6,29023.60027425437,49,16825.38841275283,25
ND,-9.331556708303347,50,,,,,,,0.0004261049871384699,18,41063.59866220736,26,-62963.26421404682,48
NE,18.094440974256354,25,,,,,,,0.00020803163805513053,42,40811.37823834197,27,46167.896373057,15
NY,120.32188274271515,2,,,,,,,0.000710557480591254,3,71240.9112833764,1,98093.57048521389,7
RI,62.17812978263162,5,,,,,,,0.0001994989725802912,44,55311.02857142857,9,256360.40000000002,1
NV,-6.100001996192716,48,,,,,,,3.3027915847773976e-05,52,56013.0989010989,8,-240705.40659340657,52
CO,-0.25906690841108393,44,,,,,,,0.00013117068002077928,48,51001.81497797357,12,-52976.851688693096,46
CA,33.54053487422621,11,,,,,,,0.0002588618067308799,36,64314.90551101187,2,65254.362732162794,10
GA,2.6212319790301444,41,,,,,,,0.0004931948785159794,11,32166.860997547017,45,-26852.06132461161,38
CT,33.78123850630515,10,,,,,,,0.000331908694783664,26,60943.99664710813,4,40834.71248952222,17
OK,-10.419540279571262,51,,,,,,,0.0003217136544129918,27,34743.53745928339,42,-67131.15960912053,49
OH,12.863585273564373,31,,,,,,,0.00021972311943457918,41,43170.274231678486,22,15374.249014972418,26
KS,-1.1968262966368972,45,,,,,,,0.00036036460582002696,21,35252.56153846154,37,-38573.71538461538,43
SC,23.89351167497879,19,,,,,,,0.0005795510586176617,8,28708.156375593717,51,12519.465107782242,28
KY,18.360589168614325,24,,,,,,,0.0003209789515828232,28,34015.08742004264,43,23186.760483297803,21
OR,2.6650018313872064,40,,,,,,,0.00012747891339744385,49,46984.97384305835,15,-26079.54124748491,37
SD,-5.361268490025212,47,,,,,,,0.00029358756818421484,32,35030.69387755102,39,-53291.91836734694,47
DE,6.085849744950544,37,,,,,,,0.00026393828642975477,35,45564.0,20,-22506.14876033058,36
DC,157.5633030990174,1,,,,,,,0.0020093222474174854,1,54208.608150470216,11,24207.53605015675,20
HI,111.81490645234017,3,,,,,,,0.00044084936019403117,16,56434.905537459286,7,197200.27361563517,2
TX,-1.719256322289875,46,,,,,,,0.0002447266316149865,39,35976.231130598186,34,-43001.44253053555,44
LA,32.46087078890813,12,,,,,,,0.00024800510082645204,37,32043.98248686515,46,98843.93345008757,6
TN,19.720915476058984,21,,,,,,,0.000558156654728445,9,30732.183180682765,48,4600.039966694418,30
PA,14.930881595308646,28,,,,,,,0.00024714090626006506,38,43072.4752851711,23,17341.973384030418,23
VA,24.525649966521925,17,,,,,,,0.0004656174184608092,12,35500.10484927916,36,17173.289646133686,24
AK,11.793494838465232,33,,,,,,,0.0004459150217280985,14,56812.601226993866,6,-30364.748466257668,39
AL,12.200351884925825,32,,,,,,,0.000736691600843926,2,31293.274725274725,47,-14732.271625810088,34
AR,17.837113891431866,26,,,,,,,0.0005258874987285119,10,33577.22243713733,44,340.89490651193046,32
VT,25.54069550163063,16,,,,,,,0.00030504457483813475,30,37459.53926701571,32,46268.20942408377,13
IL,19.455539145780453,23,,,,,,,0.00012304094770115,51,62230.280303030304,3,95892.19444444444,8
IN,16.2459434853476,27,,,,,,,0.00020068428446263112,43,34784.41463414634,41,46168.32926829268,14
IA,3.9643230432372594,38,,,,,,,0.00029064333284025833,33,45706.08053691275,18,-32066.259507829975,40
AZ,-12.859055104178678,52,,,,,,,0.00034501503606642594,24,46113.89920424403,17,-83384.89832007073,51
ID,0.6380085109583289,43,,,,,,,0.0002995757055383902,31,35010.92887029289,40,-32881.22175732218,41
ME,38.445211170923805,9,,,,,,,0.0004448318219588858,15,36549.72588832487,33,49876.670050761415,12
MD,38.67192797334745,8,,,,,,,0.00034607308880330506,23,44303.12309955861,21,67441.84992643453,9
MA,39.940629484321185,7,,,,,,,0.00016496818052266668,46,45613.08196721312,19,196498.029143898,3
UT,-8.211350962491515,49,,,,,,,0.00022765528366899062,40,40619.00307692308,28,-76688.23384615385,50
MO,7.785694974226098,35,,,,,,,0.00013957855243597767,47,35753.26516052319,35,20026.758620689652,22
MN,14.487749077010713,29,,,,,,,0.00017934752811713903,45,48983.1170984456,13,31797.193782383416,18
MI,20.79833635160961,20,,,,,,,0.00012635585957847725,50,38606.891913530824,31,125994.38911128903,5
US,24.219539880284387,18,,,,,,,0.0003413208453576242,25,46243.171928777294,16,24715.1073843657,19
MT,19.654523694167015,22,,,,,,,0.0004556474919988101,13,35133.03930131004,38,8002.331877729259,29
MS,14.219374395749425,30,,,,,,,0.00037439675406721127,20,24463.137745974956,52,13516.289803220032,27
