state,spending_value,spending_rank,demographics_value,demographics_rank,eligibility_value,eligibility_rank,takeup_value,takeup_rank,units_value,units_rank,payroll_value,payroll_rank,nonpayroll_value,nonpayroll_rank
WA,-15.870191732553208,47,,,,,,,0.0005304274378020177,6,71002.661563696,4,-100922.28977583378,46
WI,22.191351167044665,17,,,,,,,0.0003540680621175471,34,54816.40256536754,18,7858.979773063635,18
WV,14.535802959953413,23,,,,,,,0.0005580955366902026,2,34374.023166023166,52,-8328.656370656372,21
FL,8.330863289492875,29,,,,,,,0.00046788322159710925,12,52939.54240282685,21,-35134.10954063604,30
WY,19.39701123085217,19,,,,,,,0.0003137496901505132,42,50688.46408839779,26,11134.74033149171,16
NH,9.064578213679438,28,,,,,,,0.00028078471380772074,49,52143.23450134771,24,-19860.21563342318,23
NJ,-24.466651644885083,49,,,,,,,0.00048388913925191527,9,66668.1220023283,7,-117230.63655413271,49
NM,-2.4978485019145213,38,,,,,,,0.0003357968026387872,37,44725.2,41,-52163.771428571425,38
NC,4.179856734297404,33,,,,,,,0.0003927912294611682,27,43586.78924001045,45,-32945.36850352572,29
ND,32.50083724642122,12,,,,,,,0.00025936825304080776,51,45419.01098901099,38,79888.68131868132,9
NE,22.287949201476486,16,,,,,,,0.00032067053016270123,39,49295.65714285714,31,20208.544537815127,14
NY,93.22705912234012,3,,,,,,,0.0003259526886634155,38,61893.54404631513,11,224120.53825692378,3
RI,-59.54474334457178,50,,,,,,,0.00041229787666593516,22,55685.032258064515,16,-200106.69124423963,50
NV,-12.720102930955324,45,,,,,,,0.0003143096167491457,41,72656.10623556582,3,-113126.0831408776,47
CO,11.882214507785394,26,,,,,,,0.0004682465831578773,11,62198.30522418758,10,-36822.328259975315,31
CA,-3.076627613642514,40,,,,,,,0.00030964632641126055,44,79028.56168335312,1,-88964.50263023927,45
GA,6.8770037302147395,30,,,,,,,0.0003663675773767517,31,41179.41001651073,49,-22408.63401210787,25
CT,63.735650443667055,5,,,,,,,0.0002832213338556328,48,69297.38310412574,6,155740.92730844795,5
OK,-4.539096723419784,42,,,,,,,0.0003188318545770448,40,37147.75020542317,50,-51384.39769926048,36
OH,1.3917529030852225,35,,,,,,,0.0005338977452927699,5,54303.237879033564,20,-51696.45986703421,37
KS,-13.87854188164379,46,,,,,,,0.00040748920811956897,23,44557.12244897959,42,-78615.79591836734,44
SC,-9.633633526806406,43,,,,,,,0.00043937466080805554,15,42892.458795180726,46,-64818.24192771084,42
KY,54.795692448781956,8,,,,,,,0.00042089990452758263,21,48444.78048780488,33,81742.21138211382,8
OR,-0.08849139863605257,36,,,,,,,0.0004560513239852217,13,61830.735658042744,12,-62024.77390326209,41
SD,36.17238503350493,10,,,,,,,0.00029718251799871543,47,49428.145161290326,29,72289.59677419355,10
DE,52.98397501965904,9,,,,,,,0.00047770648535633303,10,52532.02739726027,22,58381.21461187214,11
DC,362.6952632905014,1,,,,,,,0.0010692239858906525,1,76591.9528718704,2,262621.5964653903,1
HI,-112.45751260441452,52,,,,,,,0.0005133669259588474,7,54675.65874125874,19,-273734.4,52
TX,-2.922655270923418,39,,,,,,,0.0002987611681914242,46,44215.68855823499,43,-53998.26936890713,40
LA,105.58219957504696,2,,,,,,,0.0004256479839052942,20,41451.75306122449,48,206598.75714285712,4
TN,-11.359099835682274,44,,,,,,,0.0003634292289738918,32,42612.39386189258,47,-73867.7220801364,43
PA,12.59839140713935,25,,,,,,,0.000502974030706083,8,54960.80336291453,17,-29913.00638330998,28
VA,18.43063862693756,20,,,,,,,0.0005444611543259947,3,48060.84734364492,35,-14209.692893969957,22
AK,9.26709899450266,27,,,,,,,0.0004363401592983541,17,65699.28526645768,8,-44461.040752351095,33
AL,-21.236188848784966,48,,,,,,,0.0003043082239608891,45,45001.800818553886,40,-114786.93042291951,48
AR,1.5841047028108364,34,,,,,,,0.00043196690740175637,18,48335.42543171115,34,-44668.235478806906,34
VT,34.90284889273611,11,,,,,,,0.00034018059916504027,36,46040.33802816901,37,56560.600938967145,12
IL,67.12846896435798,4,,,,,,,0.00039685366275579254,25,69999.83088667058,5,99151.8622039538,7
IN,17.738532851038418,22,,,,,,,0.0004509277977102413,14,43915.0013568521,44,-4577.145183175031,20
IA,62.82935107536407,6,,,,,,,0.00039500184496746516,26,49311.23950617284,30,109749.66584362142,6
AZ,6.720166876238134,31,,,,,,,0.0002646335488838413,50,52216.530259365994,23,-26822.2939481268,27
ID,-3.154945819414762,41,,,,,,,0.000437455737376143,16,45119.67335243553,39,-52331.70773638968,39
ME,20.938708045810902,18,,,,,,,0.00042601490901646253,19,48560.03533568905,32,590.1413427561783,19
MD,17.803839527317454,21,,,,,,,0.0005443140734635603,4,57912.66978484565,14,-25203.90770190209,26
MA,-60.700928464358086,51,,,,,,,0.00036975108585271646,30,64596.14628199919,9,-228763.15156440472,51
UT,26.203473389198773,13,,,,,,,0.0003915670879106639,28,51737.94633273703,25,15181.552772808587,15
MO,24.575783270522983,15,,,,,,,0.00040280279044247066,24,49982.72435105068,27,11029.224557066336,17
MN,5.750086189032294,32,,,,,,,0.00036315551289211364,33,59459.422722620264,13,-43625.748208802455,32
MI,-0.15700904248662667,37,,,,,,,0.0003520563581530031,35,49474.74827586207,28,-49920.72528735632,35
US,13.920435749688046,24,,,,,,,0.00039155769107356643,29,55835.9885847162,15,-20284.558828551213,24
MT,25.732144935696997,14,,,,,,,0.00031139228164984187,43,46190.990415335466,36,36444.79233226837,13
MS,61.84846843932478,7,,,,,,,0.00022637943269180214,52,34559.52071005917,51,238647.57988165677,2
