state,spending_value,spending_rank,demographics_value,demographics_rank,eligibility_value,eligibility_rank,takeup_value,takeup_rank,units_value,units_rank,payroll_value,payroll_rank,nonpayroll_value,nonpayroll_rank
WA,369.81334261363844,32,,,,,,,0.0031261577724367687,47,65420.317454427386,6,52876.12486664502,33
WI,331.03215294342874,41,,,,,,,0.0032687102350299254,35,51989.20194517181,23,49283.81681184203,40
WV,466.64705790456674,15,,,,,,,0.004190026143220459,11,39534.44741578812,51,71836.47055798405,9
FL,338.79472641463764,36,,,,,,,0.0034686183707093115,29,49636.12768112488,30,48038.13054099142,41
WY,898.5149759140777,2,,,,,,,0.005481085747270291,3,53335.491461100566,21,110594.61606578114,1
NH,386.78813317520587,25,,,,,,,0.003140096435547799,45,51714.66955892986,26,71462.48156182213,10
NJ,379.10556557007664,29,,,,,,,0.0042673501577287064,10,66051.40544393695,4,22787.2301396626,51
NM,513.0740086558822,8,,,,,,,0.004277571555900094,9,48655.515980711,35,71289.64494785242,11
NC,268.8278972251336,50,,,,,,,0.002582840839742307,51,50764.76368258003,28,53317.49066645485,32
ND,408.8897756179591,22,,,,,,,0.004159867750692955,12,48797.34429599178,33,49496.59198355601,39
NE,311.2649132006853,43,,,,,,,0.003630313766682278,26,44439.997624703086,44,41300.501187648464,44
NY,519.1166585233747,7,,,,,,,0.0038127947268189037,19,64994.57615238503,7,71156.64512159233,12
RI,477.85608904114144,12,,,,,,,0.0037059309144557907,22,61103.3478595232,9,67840.25634452705,17
NV,443.25422966015725,19,,,,,,,0.0032639565628464983,36,65949.02435227399,5,69853.71110864004,13
CO,457.4281802003926,18,,,,,,,0.0036379157614573544,25,60757.70275851114,10,64981.37703182083,19
CA,522.6338433503806,6,,,,,,,0.003250892341547307,37,74812.56461232604,1,85953.70767266321,4
GA,338.1256175017643,37,,,,,,,0.003212823873374332,40,45925.72160160663,40,59316.77871218777,24
CT,497.5617369647242,10,,,,,,,0.003727504352650067,21,60591.89879086431,11,72891.97939991043,8
OK,301.12948214842896,46,,,,,,,0.003146925420854118,43,44322.78021978022,45,51367.27972027972,34
OH,431.9300286618334,20,,,,,,,0.003897791176636351,17,49307.75958954312,32,61506.29100681874,21
KS,383.7099951974486,27,,,,,,,0.003960892124162239,14,46662.142244772986,38,50212.49689440994,38
SC,300.9134122767844,47,,,,,,,0.003144440343614277,44,42153.52808080808,46,53543.44161616162,31
KY,333.1052033037791,40,,,,,,,0.0033879590689100975,32,41797.56999528651,47,56522.745135007746,26
OR,498.1663043221764,9,,,,,,,0.003922349182442076,15,58561.378760136016,14,68445.7491498823,15
SD,412.56003566190213,21,,,,,,,0.004013162309587492,13,45282.7685876381,42,57518.9632726187,25
DE,641.6372462729623,4,,,,,,,0.004620010666596864,7,50743.35410764872,29,88138.8460812087,3
DC,692.9705215419501,3,,,,,,,0.008108150667674478,1,67994.7919984463,2,17471.1237133424,52
HI,495.01639184184563,11,,,,,,,0.004641842204648879,6,51915.85893271462,24,54726.368445475644,30
TX,266.12568770444506,51,,,,,,,0.0025047881880656334,52,51236.22233441961,27,55010.56091553066,29
LA,462.5368967308498,17,,,,,,,0.0042834085890551135,8,44496.82559318597,43,63486.54491989455,20
TN,305.9931586693905,44,,,,,,,0.0031748161204564955,42,55383.87567092808,17,40997.50424514492,46
PA,475.611397706335,13,,,,,,,0.003650809946372146,24,49633.24038523412,31,80642.3435790738,7
VA,381.2042147957227,28,,,,,,,0.0030960201976658838,48,54576.596049986205,18,68550.57704892181,14
AK,1335.3622922767793,1,,,,,,,0.007622958331566543,2,66834.28099766733,3,108342.10514982954,2
AL,304.61440037994936,45,,,,,,,0.0031379450352092505,46,45858.69894820401,41,51215.78673017133,35
AR,345.29786729054354,35,,,,,,,0.003663242125250059,23,38040.73639392817,52,56219.44502036283,27
VT,377.3465274428321,30,,,,,,,0.004901475393603327,4,48762.55718475073,34,28223.757575757576,50
IL,369.5627300269548,33,,,,,,,0.0029400883020760907,50,59299.64290620872,13,66398.19064729195,18
IN,291.1437964082408,48,,,,,,,0.003050798821346934,49,40360.04131361243,48,55071.94665329657,28
IA,333.21542880457486,39,,,,,,,0.003245517216716218,38,52448.413102273866,22,50221.02494240208,37
AZ,328.12516205944996,42,,,,,,,0.0034405411885722235,30,54213.92951190318,19,41156.288158886375,45
ID,360.94610770937396,34,,,,,,,0.0038712952575536324,18,48595.67945604662,36,44640.84312773192,43
ME,376.06729530209424,31,,,,,,,0.0037995110613341042,20,47788.41917591125,37,51189.393819334386,36
MD,462.9979298413614,16,,,,,,,0.0032282050755462785,39,60340.49148264984,12,83082.2214511041,6
MA,383.811693479505,26,,,,,,,0.003522175825130123,27,62585.967495627694,8,46384.08753145928,42
UT,466.76337930102125,14,,,,,,,0.0033829575153212004,33,53347.68154053215,20,84627.26410601512,5
MO,249.13111936190197,52,,,,,,,0.0035002516895062652,28,40346.06201991465,49,30829.139497392127,49
MN,388.3163913418819,24,,,,,,,0.003919254583351532,16,58272.92355842185,15,40806.2209787557,47
MI,287.8649511810125,49,,,,,,,0.0031978452532231113,41,51717.85852578298,25,38300.553369186964,48
US,393.84282765465645,23,,,,,,,0.0033953581371041707,31,55687.59256762395,16,60306.89512743748,23
MT,533.4368654636114,5,,,,,,,0.004655961271952907,5,46127.98205128205,39,68442.74444444446,16
MS,336.0364912929313,38,,,,,,,0.0033213479488717365,34,39837.208711433756,50,61337.52409760032,22
