Rent_At_Level,Gap,Total,At_This_Level,Vacant,Substandard,Substandard_Vacant,eli_old,vli_old,li_old,Gap_No_Assisted,Per100,Per100_No_Assisted,county,eli,vli,li
Low (51-80%),-133.8726043,271.32469,296.1424277,110.4866592,0,1.431792559,108.47,19.91,2.62,-127.8726043,149.3403694,147.12899674,51193,121,50,6
Middle (81-120%),288.0289365,425.7196543,96.40736565,41.28335212,0,0,108.47,19.91,2.62,288.0289365,32.34304933,32.343049331,51193,121,50,6
High (over 120%),393.3850056,454.1168734,38.41976701,22.31210071,0,0,108.47,19.91,2.62,393.3850056,13.3736206,13.373620616,51193,121,50,6
Extremely low (0-30% AMI),1004.413287,1919.151041,867.6521844,63.64833313,16.56276327,0,994.13,223.57,12.3,1554.413287,47.66366663,19.00516146,51195,550,138,11
Very low (31-50%),-140.0736551,1370.213744,1211.447828,392.3008786,0,93.46130702,994.13,223.57,12.3,-2.0736551,110.2227595,100.15133807,51195,550,138,11
Low (51-80%),29.33975208,910.7153689,673.8678541,257.6692743,0,50.16151161,994.13,223.57,12.3,40.33975208,96.778384,95.570542295,51195,550,138,11
Middle (81-120%),344.9786978,556.5088458,211.530148,,0,,994.13,223.57,12.3,344.9786978,38.01020408,38.010204078,51195,550,138,11
High (over 120%),314.2192803,396.086653,81.86737273,,0,,994.13,223.57,12.3,314.2192803,20.66905615,20.669056147,51195,550,138,11
Extremely low (0-30% AMI),152.9924104,526.6973305,234.7280817,154.6952369,15.71839833,0,320.96,124.2,18.84,399.9924104,70.95249938,24.056495593,51197,247,103,19
Very low (31-50%),237.4788014,664.3643025,317.2496729,122.0795603,12.44373201,0,320.96,124.2,18.84,340.4788014,64.25473186,48.751189653,51197,247,103,19
Low (51-80%),66.41023292,727.2378958,617.2091076,43.61855535,0,0,320.96,124.2,18.84,85.41023292,90.86815562,88.255530492,51197,247,103,19
Middle (81-120%),302.0552212,394.4008113,92.34559016,,0,,320.96,124.2,18.84,302.0552212,23.41414812,23.414148109,51197,247,103,19
High (over 120%),496.5704004,521.4578644,28.68607694,,3.798612929,,320.96,124.2,18.84,496.5704004,4.772670183,4.7726701809,51197,247,103,19
Extremely low (0-30% AMI),1624.864092,1743.766094,118.9020029,,0,,178.62,43.51,6.87,1755.864092,6.818689917,-0.693785597,51199,131,35,5
Very low (31-50%),-337.213877,606.5951359,943.8090129,,0,,178.62,43.51,6.87,-302.213877,155.5912596,149.82134856,51199,131,35,5
Low (51-80%),-1078.304721,1244.767525,1592.507153,730.565093,0,0,178.62,43.51,6.87,-1073.304721,186.6269966,186.22531512,51199,131,35,5
Middle (81-120%),509.9141631,1466.587983,957.453505,42.10300429,42.88268956,0,178.62,43.51,6.87,509.9141631,65.23125997,65.231259971,51199,131,35,5
High (over 120%),470.9298999,1206.562947,511.083691,399.9785408,175.4291846,0,178.62,43.51,6.87,470.9298999,60.96930533,60.969305325,51199,131,35,5
Extremely low (0-30% AMI),4689,6396,1707,,0,,2575.22,483.8,97.98,6741,26.68855535,-5.393996248,51510,2052,392,55
Very low (31-50%),4362,6449,1879,208,0,0,2575.22,483.8,97.98,4754,32.36160645,26.283144674,51510,2052,392,55
Low (51-80%),-3424,3893,6314,1003,0,0,2575.22,483.8,97.98,-3369,187.9527357,186.53994349,51510,2052,392,55
Middle (81-120%),-1663,12357,12717,1767,464,0,2575.22,483.8,97.98,-1663,113.4579591,113.45795905,51510,2052,392,55
High (over 120%),8507,10044,1352,230,45,0,2575.22,483.8,97.98,8507,15.30266826,15.30266826,51510,2052,392,55
Extremely low (0-30% AMI),364.3992894,464.0568461,99.65755671,,0,,214.23,42.55,2.22,522.3992894,21.4752907,-12.57226217,51515,158,38,3
Very low (31-50%),-62.55998907,337.4192402,366.0855425,33.8936868,0,0,214.23,42.55,2.22,-24.55998907,118.5407296,107.27877552,51515,158,38,3
Low (51-80%),-135.2374966,319.5449576,401.6654824,53.11697185,0,0,214.23,42.55,2.22,-132.2374966,142.3218997,141.38306472,51515,158,38,3
Middle (81-120%),218.5383985,253.949713,35.41131457,,0,,214.23,42.55,2.22,218.5383985,13.94422311,13.944223083,51515,158,38,3
High (over 120%),194.2563542,194.2563542,,,,,214.23,42.55,2.22,194.2563542,0,0,51515,158,38,3
Extremely low (0-30% AMI),202.6652709,697.7029573,310.9384978,204.9209631,20.82177441,0,679.39,213.6,46.01,682.6652709,70.95249938,2.1553135532,51520,480,176,38
Very low (31-50%),314.5823083,880.0669982,420.2528134,161.7157812,16.48390474,0,679.39,213.6,46.01,490.5823083,64.25473186,44.256254433,51520,480,176,38
Low (51-80%),87.97199686,963.3540958,817.601675,57.78042397,0,0,679.39,213.6,46.01,125.97199686,90.86815562,86.923603957,51520,480,176,38
Middle (81-120%),400.1250981,522.4530228,122.3279246,,0,,679.39,213.6,46.01,400.1250981,23.41414812,23.414148136,51520,480,176,38
High (over 120%),657.7945564,690.7623659,37.99973829,,5.031928814,,679.39,213.6,46.01,657.7945564,4.772670183,4.772670187,51520,480,176,38
Extremely low (0-30% AMI),198.4312278,256.9705921,58.53936437,,0,,79.77,34.46,4.77,256.4312278,22.78056951,0.209893395,51530,58,29,5
Very low (31-50%),34.70394303,196.2252407,152.4821311,9.039166557,0,0,79.77,34.46,4.77,63.70394303,82.31423088,67.535296273,51530,58,29,5
Low (51-80%),-111.4292496,242.2281419,295.38705,58.27034155,0,0,79.77,34.46,4.77,-106.4292496,146.001777,143.93760723,51530,58,29,5
Middle (81-120%),47.7784518,97.11723592,44.55017803,4.788606093,0,0,79.77,34.46,4.77,47.7784518,50.8033241,50.803324099,51530,58,29,5
High (over 120%),177.8778847,218.4465251,38.63167612,1.936964262,0,0,79.77,34.46,4.77,177.8778847,18.57142857,18.571428583,51530,58,29,5
Extremely low (0-30% AMI),2445.105704,2913.434526,482.6373402,57.78440219,14.30851864,57.78440219,975.32,196.06,43.62,3288.105704,16.07480166,-12.86012006,51540,843,183,37
Very low (31-50%),450.7183371,1894.778064,1201.915566,270.2108712,28.06670964,0,975.32,196.06,43.62,633.7183371,76.21260529,66.554482072,51540,843,183,37
Low (51-80%),-1862.859061,2111.607154,3126.411322,1302.625524,0,454.5706306,975.32,196.06,43.62,-1825.859061,188.2199635,186.46774366,51540,843,183,37
Middle (81-120%),1188.707702,1837.54399,558.5825545,90.25373295,0,0,975.32,196.06,43.62,1188.707702,35.30997305,35.309973069,51540,843,183,37
High (over 120%),1241.539156,1465.522505,193.7153293,30.2680202,0,0,975.32,196.06,43.62,1241.539156,15.28351483,15.283514803,51540,843,183,37
Extremely low (0-30% AMI),4804,6847,2043,,0,,1493.36,455.15,107.49,6299,29.83788521,8.0035051848,51550,1495,408,88
Very low (31-50%),1825,4059,2234,,0,,1493.36,455.15,107.49,2233,55.03818675,44.986449864,51550,1495,408,88
Low (51-80%),-4936,3540,7485,991,0,0,1493.36,455.15,107.49,-4848,239.4350283,236.94915254,51550,1495,408,88
Middle (81-120%),1477,4658,2669,512,0,0,1493.36,455.15,107.49,1477,68.29111207,68.291112065,51550,1495,408,88
High (over 120%),4380,4962,553,116,87,0,1493.36,455.15,107.49,4380,11.72914148,11.729141475,51550,1495,408,88
Extremely low (0-30% AMI),365.8803261,717.2830435,359.8327174,,8.43,,104.8,23.58,2.62,501.8803261,48.99080225,30.030365189,51570,136,24,1
Very low (31-50%),-395.568587,348.4705435,395.2020652,378.4336957,0,29.59663044,104.8,23.58,2.62,-371.568587,213.5156455,206.62840631,51570,136,24,1
Low (51-80%),-77.33608696,455.6781522,383.2901087,177.2132609,13.74456522,13.74456522,104.8,23.58,2.62,-76.33608696,116.9716469,116.75219376,51570,136,24,1
Middle (81-120%),394.743913,428.0057609,33.26184783,,0,,104.8,23.58,2.62,394.743913,7.77135517,7.7713551869,51570,136,24,1
High (over 120%),180.9701087,180.9701087,,,,,104.8,23.58,2.62,180.9701087,0,0,51570,136,24,1
Extremely low (0-30% AMI),121.87751,189.9206827,68.04317269,12.37148594,0,12.37148594,18,6,1,130.87751,35.82715253,31.088332171,51580,9,2,
Very low (31-50%),2.449799197,216.9909639,162.5441767,56.71285141,0,4.715863454,18,6,1,4.449799197,98.87101327,97.949315899,51580,9,2,
Low (51-80%),100.809237,272.8463855,156.2359438,24.55923695,8.758032129,0,18,6,1,100.809237,63.05274972,63.052749695,51580,9,2,
Middle (81-120%),72.33032129,143.9869478,71.65662651,,0,,18,6,1,72.33032129,49.766057,49.766056997,51580,9,2,
High (over 120%),214.1736948,237.2018072,29.94879518,,6.920682731,,18,6,1,214.1736948,9.708236509,9.7082364894,51580,9,2,
Extremely low (0-30% AMI),1574.922633,2549.167227,925.0017299,77.68486305,28.44199904,0,1308.52,457.86,81.62,2685.922633,38.21815154,-5.364709092,51590,1111,440,60
Very low (31-50%),-281.8729457,1894.152235,1710.340509,551.010668,0,85.32599712,1308.52,457.86,81.62,158.1270543,114.8812192,91.651829701,51590,1111,440,60
Low (51-80%),-53.06343104,2037.211245,1997.732052,391.3958674,146.0305622,152.8226814,1308.52,457.86,81.62,6.93656896,102.6047093,99.659506643,51590,1111,440,60
Middle (81-120%),1462.42816,1593.600961,131.1728015,,0,,1308.52,457.86,81.62,1462.42816,8.231220032,8.2312199986,51590,1111,440,60
High (over 120%),1720.953196,1784.629313,63.67611725,,0,,1308.52,457.86,81.62,1720.953196,3.568030447,3.5680304328,51590,1111,440,60
Extremely low (0-30% AMI),263.0171739,515.6269565,258.6697826,,6.06,,83.1,30.06,0.84,355.0171739,48.99080225,31.148445708,51595,92,55,3
Very low (31-50%),-284.358913,250.5019565,284.0954348,272.0413044,0,21.27586957,83.1,30.06,0.84,-229.358913,213.5156455,191.5597292,51595,92,55,3
Low (51-80%),-55.59391304,327.5693478,275.5323913,127.3917391,9.880434783,9.880434783,83.1,30.06,0.84,-52.59391304,116.9716469,116.05581029,51595,92,55,3
Middle (81-120%),283.766087,307.6767391,23.91065217,,0,,83.1,30.06,0.84,283.766087,7.77135517,7.7713551469,51595,92,55,3
High (over 120%),130.0923913,130.0923913,,,,,83.1,30.06,0.84,130.0923913,0,0,51595,92,55,3
Extremely low (0-30% AMI),337.5047857,353.9192676,16.4144819,,0,,46.72,16,1.28,403.5047857,4.637917006,-14.01040368,51600,66,16,1
Very low (31-50%),153.4898044,325.1219309,217.1319184,,45.49979193,,46.72,16,1.28,169.4898044,52.79007972,47.868849102,51600,66,16,1
Low (51-80%),426.2005826,585.161881,158.9612984,,0,,46.72,16,1.28,427.2005826,27.16535433,26.994461452,51600,66,16,1
Middle (81-120%),-196.6858094,1103.225968,1253.548065,55.57885976,9.215147732,0,46.72,16,1.28,-196.6858094,117.8282433,117.82824327,51600,66,16,1
High (over 120%),558.9563046,813.2367874,160.4011652,93.87931752,0,0,46.72,16,1.28,558.9563046,31.26770538,31.267705389,51600,66,16,1
Extremely low (0-30% AMI),124.0019995,210.671832,86.66983254,,0,,95.23,9.63,2.14,212.0019995,41.13973458,-0.631393142,51610,88,8,2
Very low (31-50%),117.588103,139.7900525,22.20194951,,0,,95.23,9.63,2.14,125.588103,15.88235294,10.159485061,51610,88,8,2
Low (51-80%),14.80129968,211.0007498,196.1994501,,0,,95.23,9.63,2.14,16.80129968,92.98519096,92.037327026,51610,88,8,2
Middle (81-120%),8.387403149,682.9977506,702.5683579,,27.9580105,,95.23,9.63,2.14,8.387403149,98.77197207,98.771972068,51610,88,8,2
High (over 120%),799.5991002,844.9897526,45.39065234,,0,,95.23,9.63,2.14,799.5991002,5.371739977,5.3717399839,51610,88,8,2
Extremely low (0-30% AMI),413.3833784,825.6745946,409.0147297,9.82945946,6.552972973,0,259,83,8,651.3833784,49.93386243,21.10894744,51620,238,59,14
Very low (31-50%),29.85243243,434.3164865,344.2131081,60.25094595,0,0,259,83,8,88.85243243,93.12657167,79.542007915,51620,238,59,14
Low (51-80%),-271.5843243,500.0282432,739.7578378,31.85472973,0,0,259,83,8,-257.5843243,154.3137969,151.51395502,51620,238,59,14
Middle (81-120%),280.6856757,483.2817568,181.662973,20.93310811,0,0,259,83,8,280.6856757,41.92090396,41.920903955,51620,238,59,14
High (over 120%),364.4181081,364.4181081,,,,,259,83,8,364.4181081,0,0,51620,238,59,14
Extremely low (0-30% AMI),1299.486023,2069.763622,770.2775989,,0,,310.14,24.57,1.29,1921.486023,37.21572795,7.1639871058,51630,622,46,1
Very low (31-50%),-369.522092,1798.340848,1844.091202,323.7717377,0,0,310.14,24.57,1.29,-323.522092,120.5479452,117.99003189,51630,622,46,1
Low (51-80%),-739.9239985,688.8947572,1374.270256,129.7726394,0,75.22414015,310.14,24.57,1.29,-738.9239985,207.4074074,207.26224736,51630,622,46,1
Middle (81-120%),763.2390828,1680.885611,869.2567307,101.178668,0,52.78887028,310.14,24.57,1.29,763.2390828,54.59303847,54.593038467,51630,622,46,1
High (over 120%),1161.795054,1161.795054,,,,,310.14,24.57,1.29,1161.795054,0,0,51630,622,46,1
Extremely low (0-30% AMI),85.43732007,294.1296781,131.0819157,86.38824915,8.777806857,0,186.99,36.51,3.5,227.43732007,70.95249938,22.674474219,51640,142,29,4
Very low (31-50%),132.6180319,371.0086365,177.1654017,68.17429992,6.949097095,0,186.99,36.51,3.5,161.6180319,64.25473186,56.438202241,51640,142,29,4
Low (51-80%),37.08623397,406.1198639,344.6752159,24.35841403,0,0,186.99,36.51,3.5,41.08623397,90.86815562,89.883224727,51640,142,29,4
Middle (81-120%),168.6801884,220.2498037,51.56961528,,0,,186.99,36.51,3.5,168.6801884,23.41414812,23.414148133,51640,142,29,4
High (over 120%),277.3055483,291.2037425,16.01949751,,2.121303324,,186.99,36.51,3.5,277.3055483,4.772670183,4.7726701864,51640,142,29,4
Extremely low (0-30% AMI),5413,7421,2008,,0,,2734.98,581.88,128.14,7474,27.05834793,-0.714189462,51650,2061,425,86
Very low (31-50%),3545,5074,1529,,0,,2734.98,581.88,128.14,3970,30.13401656,21.757981868,51650,2061,425,86
Low (51-80%),-5266,5533,9277,1522,0,0,2734.98,581.88,128.14,-5180,195.1744081,193.6200976,51650,2061,425,86
Middle (81-120%),-1331,3633,3463,1501,0,0,2734.98,581.88,128.14,-1331,136.6363887,136.63638866,51650,2061,425,86
High (over 120%),664,1925,783,478,0,0,2734.98,581.88,128.14,664,65.50649351,65.506493506,51650,2061,425,86
Extremely low (0-30% AMI),2837.008932,3412.351113,615.7170713,,40.37488992,,613.53,244.63,59.84,3424.008932,16.86057977,-0.341635975,51660,587,247,61
Very low (31-50%),895.6496415,2154.673292,1073.972072,185.0515788,0,0,613.53,244.63,59.84,1142.6496415,58.43222986,46.968775,51660,587,247,61
Low (51-80%),-1033.597182,2328.285319,3171.447604,190.4348975,0,0,613.53,244.63,59.84,-972.597182,144.3930636,141.77310977,51660,587,247,61
Middle (81-120%),-560.5380551,1198.461316,1120.403195,638.5961756,0,0,613.53,244.63,59.84,-560.5380551,146.7714767,146.77147669,51660,587,247,61
High (over 120%),1232.107058,2073.923512,841.8164549,,0,,613.53,244.63,59.84,1232.107058,40.59052563,40.590525597,51660,587,247,61
Extremely low (0-30% AMI),815.0928261,1597.933044,801.6202174,,18.78,,832.38,138.16,27.46,1407.0928261,48.99080225,11.942942079,51670,592,102,22
Very low (31-50%),-881.231087,776.3080435,880.4145652,843.0586957,0,65.93413044,832.38,138.16,27.46,-779.231087,213.5156455,200.37653139,51670,592,102,22
Low (51-80%),-172.286087,1015.140652,853.8776087,394.7882609,30.61956522,30.61956522,832.38,138.16,27.46,-150.286087,116.9716469,114.80445953,51670,592,102,22
Middle (81-120%),879.393913,953.4932609,74.09934783,,0,,832.38,138.16,27.46,879.393913,7.77135517,7.7713551777,51670,592,102,22
High (over 120%),403.1576087,403.1576087,,,,,832.38,138.16,27.46,403.1576087,0,0,51670,592,102,22
Extremely low (0-30% AMI),169.2501648,219.1807992,49.93063431,,0,,45.72,40.48,7.8,232.2501648,22.78056951,-5.962824138,51678,63,45,9
Very low (31-50%),29.600422,167.3685876,130.0582883,7.709877357,0,0,45.72,40.48,7.8,74.600422,82.31423088,55.427465171,51678,63,45,9
Low (51-80%),-95.04259528,206.6063563,251.9477779,49.70117368,0,0,45.72,40.48,7.8,-86.04259528,146.001777,141.64566707,51678,63,45,9
Middle (81-120%),40.75220889,82.83528946,37.99868126,4.084399314,0,0,45.72,40.48,7.8,40.75220889,50.8033241,50.803324096,51678,63,45,9
High (over 120%),151.7193723,186.3220361,32.95054728,1.652116577,0,0,45.72,40.48,7.8,151.7193723,18.57142857,18.571428546,51678,63,45,9
Extremely low (0-30% AMI),2627.807532,4137.301176,1275.55281,233.940834,0,0,1477.57,343.77,27.66,3984.807532,36.48498332,3.685824104,51680,1357,330,26
Very low (31-50%),-145.7336343,3008.24902,2956.858738,262.3205418,65.19662588,0,1477.57,343.77,27.66,184.2663657,104.8444671,93.874630575,51680,1357,330,26
Low (51-80%),-1767.97909,2847.175003,3728.479981,886.6741119,0,0,1477.57,343.77,27.66,-1741.97909,162.0959052,161.1827193,51680,1357,330,26
Middle (81-120%),1555.514792,1726.560057,171.0452655,,0,,1477.57,343.77,27.66,1555.514792,9.90670813,9.9067080989,51680,1357,330,26
High (over 120%),1139.023405,1738.832363,313.7108233,454.0753238,0,167.977189,1477.57,343.77,27.66,1139.023405,34.49492722,34.494927215,51680,1357,330,26
Extremely low (0-30% AMI),718.6443239,1050.299208,331.6548841,,0,,191.4,26.4,2.2,874.6443239,31.57718121,16.724270833,51683,156,24,2
Very low (31-50%),316.1471106,1330.144031,1099.642124,,85.64520387,,191.4,26.4,2.2,340.1471106,76.23211447,74.427798594,51683,156,24,2
Low (51-80%),-843.7638604,580.1317102,1122.903784,300.9917865,0,0,191.4,26.4,2.2,-841.7638604,245.4434994,245.09875009,51683,156,24,2
Middle (81-120%),1055.938398,1817.933998,465.938105,296.0574949,0,0,191.4,26.4,2.2,1055.938398,41.91547111,41.915471125,51683,156,24,2
High (over 120%),451.4876797,451.4876797,,,,,191.4,26.4,2.2,451.4876797,0,0,51683,156,24,2
Extremely low (0-30% AMI),211.1372837,308.5772954,97.44001173,,0,,74.8,8.5,1.7,352.1372837,31.57718121,-14.11639448,51685,141,8,1
Very low (31-50%),92.8838369,390.7955412,323.0742153,,25.162511,,74.8,8.5,1.7,100.8838369,76.23211447,74.185008204,51685,141,8,1
Low (51-80%),-247.8973306,170.4423585,329.9084776,88.4312115,0,0,74.8,8.5,1.7,-246.8973306,245.4434994,244.85679075,51685,141,8,1
Middle (81-120%),310.2340862,534.1079496,136.8923438,86.98151951,0,0,74.8,8.5,1.7,310.2340862,41.91547111,41.915471127,51685,141,8,1
High (over 120%),132.6468173,132.6468173,,,,,74.8,8.5,1.7,132.6468173,0,0,51685,141,8,1
Extremely low (0-30% AMI),508.4536281,822.9822201,298.6308506,25.08005767,9.182316194,0,194.3,104.35,11.35,673.4536281,38.21815154,18.169115729,51690,165,88,10
Very low (31-50%),-91.00086497,611.5148486,552.1724171,177.8902451,0,27.54694858,194.3,104.35,11.35,-3.00086497,114.8812192,100.49072643,51690,165,88,10
Low (51-80%),-17.13118693,657.7005286,644.9549255,126.3596348,47.14502643,49.33781836,194.3,104.35,11.35,-7.13118693,102.6047093,101.08426048,51690,165,88,10
Middle (81-120%),472.1355118,514.4838059,42.34829409,,0,,194.3,104.35,11.35,472.1355118,8.231220032,8.2312200334,51690,165,88,10
High (over 120%),555.5986545,576.1560788,20.55742432,,0,,194.3,104.35,11.35,555.5986545,3.568030447,3.5680304446,51690,165,88,10
Extremely low (0-30% AMI),4973,8161,3250,,62,,4318.05,1030.87,181.08,8917,39.06384022,-9.263570641,51700,3944,915,114
Very low (31-50%),1895,4953,2145,1004,91,0,4318.05,1030.87,181.08,2810,61.74035938,43.266707046,51700,3944,915,114
Low (51-80%),-5758,10987,14013,2732,0,0,4318.05,1030.87,181.08,-5644,152.4073906,151.36980067,51700,3944,915,114
Middle (81-120%),3446,7661,3979,236,0,0,4318.05,1030.87,181.08,3446,55.01892703,55.018927033,51700,3944,915,114
High (over 120%),4462,4595,133,,0,,4318.05,1030.87,181.08,4462,2.89445049,2.8944504897,51700,3944,915,114
Extremely low (0-30% AMI),9092.743006,13545.23946,4243.496454,209,0,0,5836.84,1238.06,273.1,13949.743006,32.87130115,-2.986315208,51710,4857,1102,200
Very low (31-50%),4905.371848,9799.267829,4421.504334,480,7.608353034,0,5836.84,1238.06,273.1,6007.371848,49.94144528,38.69570714,51710,4857,1102,200
Low (51-80%),-9717.453507,11947.15396,19364.73483,2586.872636,223,64,5836.84,1238.06,273.1,-9517.453507,181.336974,179.66293511,51710,4857,1102,200
Middle (81-120%),4712.981088,9646.078507,4816.812451,166.2849685,50,0,5836.84,1238.06,273.1,4712.981088,51.14096278,51.14096278,51710,4857,1102,200
High (over 120%),4603.960402,5422.081659,930.1212569,,112,,5836.84,1238.06,273.1,4603.960402,15.08869302,15.088693023,51710,4857,1102,200
Extremely low (0-30% AMI),172.6814298,329.9456012,149.1690938,10.94259237,2.847514743,0,228.02,70.75,16.23,356.6814298,47.66366663,-8.103101997,51720,184,65,10
Very low (31-50%),-24.08183897,235.5708268,208.2753641,67.44542063,0,16.06811891,228.02,70.75,16.23,40.91816103,110.2227595,82.630208678,51720,184,65,10
Low (51-80%),5.044168973,156.5726321,115.8531713,44.29919365,0,8.623901793,228.02,70.75,16.23,15.044168973,96.778384,90.391571776,51720,184,65,10
Middle (81-120%),59.30966422,95.67649537,36.36683115,,0,,228.02,70.75,16.23,59.30966422,38.01020408,38.010204083,51720,184,65,10
High (over 120%),54.02142255,68.09628114,14.07485859,,0,,228.02,70.75,16.23,54.02142255,20.66905615,20.669056158,51720,184,65,10
